,Apk,Result,Time,Mem(GB),Heuristic,#Snapshots,Mode,#Sources,#Sinks,#classes,#methods,#cg_edges,#flows,#additional flows,#missing flows,#TP,#FP,#TN,#FN,#unknown
296,com.bestcoolfungames.antsmasher,Exit status: 0,0:53,4.2484588623046875,first_only,1/25,d,0,0,12717,73006,13134,0,0,12,0,0,0,0,0
297,com.bestcoolfungames.antsmasher,Exit status: 0,1:05,4.499172210693359,first_only,1/25,sf,1,4,12717,73006,19170,5,2,9,0,0,0,0,5
298,com.bestcoolfungames.antsmasher,Exit status: 0,1:11,4.580104827880859,last_only,1/25,d,0,0,12717,73007,22075,0,0,12,0,0,0,0,0
299,com.bestcoolfungames.antsmasher,Exit status: 0,1:35,6.476169586181641,last_only,1/25,sf,2,3,12717,73007,30739,4,1,9,0,0,0,0,4
300,com.bestcoolfungames.antsmasher,Exit status: 0,2:05,11.928264617919922,activity_last,11/25,d,0,0,12717,73007,22393,0,0,12,0,0,0,0,0
301,com.bestcoolfungames.antsmasher,Exit status: 0,2:15,12.970535278320312,activity_last,11/25,sf,1,1,12717,73007,30348,1,0,11,0,0,0,0,1
302,com.bestcoolfungames.antsmasher,Exit status: 0,8:05,12.6104736328125,activity_last,11/25,i,0,0,12717,73007,16044,0,0,12,0,0,0,0,0
303,com.bestcoolfungames.antsmasher,Exit status: 0,3:22,26.2337646484375,action_all,25/25,d,0,0,12717,73007,22499,0,0,12,0,0,0,0,0
304,com.bestcoolfungames.antsmasher,Exit status: 0,3:36,25.76773452758789,action_all,25/25,sf,1,1,12717,73007,30537,1,0,11,0,0,0,0,1
305,com.bestcoolfungames.antsmasher,Exit status: 0,17:40,14.851009368896484,action_all,25/25,i,0,0,12717,73007,16020,0,0,12,0,0,0,0,0
306,com.sec.android.app.voicenote,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
307,flipboard.boxer.app,Exit status: 0,36:09,77.60791015625,none,0,full static,6,7,12520,67334,98733,12,0,0,0,0,0,0,12
308,flipboard.boxer.app,Exit status: 0,1:08:49,81.04092407226562,first_only,1/61,d,1,1,12520,67332,34826,1,0,11,0,0,0,0,1
309,flipboard.boxer.app,Exit status: 0,1:21:25,77.87335968017578,first_only,1/61,sf,9,24,12520,67333,55065,40,31,3,0,0,0,0,40
310,flipboard.boxer.app,Exit status: 0,1:03:10,83.12028884887695,last_only,1/61,d,3,4,12520,67331,29431,4,3,11,0,0,0,0,4
311,flipboard.boxer.app,Exit status: 0,57:18,79.00127792358398,last_only,1/61,sf,8,15,12520,67333,47879,28,20,4,0,0,0,0,28
312,flipboard.boxer.app,Exit status: 0,1:15:20,77.99555206298828,activity_last,14/61,d,6,5,12520,67332,38095,7,6,11,0,0,0,0,7
313,flipboard.boxer.app,Exit status: 0,1:36:00,78.86558532714844,activity_last,14/61,sf,9,14,12520,67333,53762,30,23,5,0,0,0,0,30
314,flipboard.boxer.app,Exit status: 130,1:36:12,81.48262023925781,activity_last,14/61,i,1,1,0,0,35064,1,0,11,0,0,0,0,1
315,flipboard.boxer.app,Exit status: 0,1:16:28,78.3816146850586,action_all,61/61,d,6,7,12520,67332,38477,8,7,11,0,0,0,0,8
316,flipboard.boxer.app,Exit status: 0,1:41:21,79.57048034667969,action_all,61/61,sf,9,16,12520,67333,53925,30,24,6,0,0,0,0,30
317,flipboard.boxer.app,Exit status: 130,1:36:12,80.55920028686523,action_all,61/61,i,1,1,0,0,34687,1,0,11,0,0,0,0,1
318,com.microsoft.office.onenote,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
319,com.adobe.reader,Exit status: 0,45:16,76.83977508544922,none,0,full static,15,19,8386,49739,49500,44,0,0,0,0,0,0,44
320,com.adobe.reader,Exit status: 0,1:04,4.600067138671875,first_only,1/53,d,7,8,8386,49737,21680,14,3,33,0,0,0,0,14
321,com.adobe.reader,Exit status: 0,9:16,45.14494323730469,first_only,1/53,sf,8,13,8386,49739,32620,24,5,25,0,0,0,0,24
322,com.adobe.reader,Exit status: 0,1:09,6.081878662109375,last_only,1/53,d,7,8,8386,49737,21719,15,4,33,0,0,0,0,15
323,com.adobe.reader,Exit status: 0,8:58,43.45897674560547,last_only,1/53,sf,8,15,8386,49739,30378,28,6,22,0,0,0,0,28
324,com.adobe.reader,Exit status: 0,2:42,18.219341278076172,activity_last,15/53,d,7,8,8386,49737,21771,15,4,33,0,0,0,0,15
325,com.adobe.reader,Exit status: 0,10:15,44.51023864746094,activity_last,15/53,sf,10,16,8386,49738,29493,33,6,17,0,0,0,0,33
326,com.adobe.reader,Exit status: 0,11:04,15.052200317382812,activity_last,15/53,i,7,8,8386,49737,21034,16,6,34,0,0,0,0,16
327,com.adobe.reader,Exit status: 0,7:01,28.579116821289062,action_all,53/53,d,7,12,8386,49737,26564,19,7,32,0,0,0,0,19
328,com.adobe.reader,Exit status: 0,15:10,43.25504684448242,action_all,53/53,sf,10,20,8386,49738,34663,36,11,19,0,0,0,0,36
329,com.adobe.reader,Exit status: 0,38:18,18.24713134765625,action_all,53/53,i,7,8,8386,49737,21197,15,3,32,0,0,0,0,15
330,com.forshared,Exit status: 0,1:53:00,82.32822036743164,none,0,full static,22,39,17664,110967,70196,63,0,0,0,0,0,0,63
331,com.forshared,Exit status: 0,1:43,5.453792572021484,first_only,1/58,d,4,9,17664,110964,21273,18,13,58,0,0,0,0,18
332,com.forshared,Exit status: 0,7:43,28.70458984375,first_only,1/58,sf,9,16,17664,110967,40186,33,18,48,0,0,0,0,33
333,com.forshared,Exit status: 0,1:47,5.486484527587891,last_only,1/58,d,4,9,17664,110964,21204,16,11,58,0,0,0,0,16
334,com.forshared,Exit status: 0,7:58,27.95189666748047,last_only,1/58,sf,9,16,17664,110967,39716,35,21,49,0,0,0,0,35
335,com.forshared,Exit status: 0,3:23,16.54808807373047,activity_last,15/58,d,4,10,17664,110964,22305,20,14,57,0,0,0,0,20
336,com.forshared,Exit status: 0,9:42,32.43778991699219,activity_last,15/58,sf,9,18,17664,110967,39865,34,20,49,0,0,0,0,34
337,com.forshared,Exit status: 0,19:06,20.069091796875,activity_last,15/58,i,4,10,17664,110964,20993,20,14,57,0,0,0,0,20
338,com.forshared,Exit status: 0,8:12,28.799087524414062,action_all,58/58,d,4,10,17664,110964,22305,19,13,57,0,0,0,0,19
339,com.forshared,Exit status: 0,14:39,34.876708984375,action_all,58/58,sf,9,17,17664,110967,39858,34,20,49,0,0,0,0,34
340,com.forshared,Exit status: 0,1:16:01,21.17308807373047,action_all,58/58,i,4,10,17664,110964,20967,20,14,57,0,0,0,0,20
341,com.cyberlink.youcammakeup,Exit status: 0,46:33,81.83188247680664,none,0,full static,24,22,28426,154691,264250,37,0,0,0,0,0,0,37
342,com.cyberlink.youcammakeup,Exit status: 0,8:18,10.655677795410156,first_only,1/59,d,15,15,28426,154682,61676,61,55,31,0,0,0,0,61
343,com.cyberlink.youcammakeup,Exit status: 0,43:27,78.938232421875,first_only,1/59,sf,18,17,28426,154691,175886,22,0,15,0,0,0,0,22
344,com.cyberlink.youcammakeup,Exit status: 0,8:04,22.643619537353516,last_only,1/59,d,13,13,28426,154682,61009,62,56,31,0,0,0,0,62
345,com.cyberlink.youcammakeup,Exit status: 0,40:07,78.13800430297852,last_only,1/59,sf,15,14,28426,154691,205085,18,0,19,0,0,0,0,18
346,com.cyberlink.youcammakeup,Exit status: 0,1:24:56,69.27268981933594,activity_last,23/59,d,14,11,28426,154684,72375,29,23,31,0,0,0,0,29
347,com.cyberlink.youcammakeup,Exit status: 0,1:01:46,77.84323120117188,activity_last,23/59,sf,28,35,28426,154691,142701,92,77,22,0,0,0,0,92
348,com.cyberlink.youcammakeup,Exit status: 130,1:46:34,29.86795425415039,activity_last,23/59,i,15,16,0,0,60896,62,56,31,0,0,0,0,62
349,com.cyberlink.youcammakeup,Exit status: 0,1:30:32,77.80746078491211,action_all,59/59,d,14,14,28426,154684,73826,62,56,31,0,0,0,0,62
350,com.cyberlink.youcammakeup,Exit status: 0,1:23:26,78.4129524230957,action_all,59/59,sf,28,37,28426,154691,144566,101,86,22,0,0,0,0,101
351,com.cyberlink.youcammakeup,Exit status: 130,1:46:35,33.88405990600586,action_all,59/59,i,15,16,0,0,61044,55,49,31,0,0,0,0,55
352,com.pinterest,Exit status: 0,37:56,76.53847122192383,none,0,full static,3,4,19801,88945,67086,9,0,0,0,0,0,0,9
353,com.pinterest,Exit status: 0,4:07,11.221359252929688,first_only,1/55,d,0,0,19801,88943,31323,0,0,9,0,0,0,0,0
354,com.pinterest,Exit status: 0,1:17:41,78.88299560546875,first_only,1/55,sf,4,7,19801,88945,50390,14,10,5,0,0,0,0,14
355,com.pinterest,Exit status: 0,4:07,8.310279846191406,last_only,1/55,d,0,0,19801,88943,31335,0,0,9,0,0,0,0,0
356,com.pinterest,Exit status: 0,5:17,11.958999633789062,last_only,1/55,sf,4,5,19801,88945,47545,13,9,5,0,0,0,0,13
357,com.pinterest,Exit status: 0,5:27,14.97768783569336,activity_last,8/55,d,0,0,19801,88943,31899,0,0,9,0,0,0,0,0
358,com.pinterest,Exit status: 0,6:27,16.482078552246094,activity_last,8/55,sf,3,4,19801,88945,45828,10,9,8,0,0,0,0,10
359,com.pinterest,Exit status: 0,29:13,27.6324462890625,activity_last,8/55,i,0,0,19801,88943,30187,0,0,9,0,0,0,0,0
360,com.pinterest,Exit status: 0,12:28,28.716236114501953,action_all,55/55,d,0,0,19801,88943,31933,0,0,9,0,0,0,0,0
361,com.pinterest,Exit status: 0,12:57,28.610694885253906,action_all,55/55,sf,3,4,19801,88945,44743,10,9,8,0,0,0,0,10
362,com.pinterest,Exit status: 130,1:37:56,27.66948699951172,action_all,55/55,i,0,0,0,0,29587,0,0,9,0,0,0,0,0
363,com.evernote,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
364,com.outfit7.mytalkingangelafree,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
365,com.jio.jioplay.tv,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
366,com.king.candycrushsodasaga,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
367,com.badoo.mobile,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
368,com.fingersoft.hillclimb,Exit status: 0,1:13,4.4444427490234375,none,0,full static,7,4,11898,69649,28421,8,0,0,0,0,0,0,8
369,com.fingersoft.hillclimb,Exit status: 0,0:45,4.170673370361328,first_only,1/6,d,5,1,11898,69648,11231,5,0,3,0,0,0,0,5
370,com.fingersoft.hillclimb,Exit status: 0,0:59,4.510753631591797,first_only,1/6,sf,5,1,11898,69649,20840,5,0,3,0,0,0,0,5
371,com.fingersoft.hillclimb,Exit status: 0,0:42,3.7894821166992188,last_only,1/6,d,5,1,11898,69648,11231,5,0,3,0,0,0,0,5
372,com.fingersoft.hillclimb,Exit status: 0,0:58,4.296134948730469,last_only,1/6,sf,5,1,11898,69649,20843,5,0,3,0,0,0,0,5
373,com.fingersoft.hillclimb,Exit status: 0,0:43,3.8628501892089844,activity_last,1/6,d,5,1,11898,69648,11231,5,0,3,0,0,0,0,5
374,com.fingersoft.hillclimb,Exit status: 0,1:00,4.301445007324219,activity_last,1/6,sf,5,1,11898,69649,20843,5,0,3,0,0,0,0,5
375,com.fingersoft.hillclimb,Exit status: 0,1:06,7.513671875,action_all,6/6,d,5,1,11898,69648,11231,5,0,3,0,0,0,0,5
376,com.fingersoft.hillclimb,Exit status: 0,1:21,7.626827239990234,action_all,6/6,sf,5,1,11898,69649,20801,5,0,3,0,0,0,0,5
377,com.fingersoft.hillclimb,Exit status: 0,3:08,8.458126068115234,action_all,6/6,i,5,1,11898,69648,11152,5,0,3,0,0,0,0,5
378,com.outfit7.talkinggingerfree,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
379,com.shazam.android,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
380,com.roidapp.photogrid,Exit status: 0,47:33,80.19612503051758,none,0,full static,19,23,19633,116961,130869,40,0,0,0,0,0,0,40
381,com.roidapp.photogrid,Exit status: 0,38:20,82.08330154418945,first_only,1/59,d,8,11,19633,116953,46912,14,9,35,0,0,0,0,14
382,com.roidapp.photogrid,Exit status: 0,46:31,82.27641677856445,first_only,1/59,sf,15,28,19633,116958,86151,41,22,21,0,0,0,0,41
383,com.roidapp.photogrid,Exit status: 0,39:41,83.34526443481445,last_only,1/59,d,8,12,19633,116953,46446,16,9,33,0,0,0,0,16
384,com.roidapp.photogrid,Exit status: 0,47:08,84.32868957519531,last_only,1/59,sf,16,30,19633,116958,92544,52,34,22,0,0,0,0,52
385,com.roidapp.photogrid,Exit status: 0,37:52,80.24164962768555,activity_last,15/59,d,8,11,19633,116953,47665,14,9,35,0,0,0,0,14
386,com.roidapp.photogrid,Exit status: 0,45:03,81.50104522705078,activity_last,15/59,sf,12,22,19633,116958,78609,41,21,20,0,0,0,0,41
387,com.roidapp.photogrid,Exit status: 130,1:47:39,82.23858261108398,activity_last,15/59,i,8,11,0,0,46428,12,7,35,0,0,0,0,12
388,com.roidapp.photogrid,Exit status: 0,41:28,82.91651916503906,action_all,59/59,d,8,11,19633,116953,47824,14,9,35,0,0,0,0,14
389,com.roidapp.photogrid,Exit status: 0,49:59,84.65455627441406,action_all,59/59,sf,12,20,19633,116958,78421,35,19,24,0,0,0,0,35
390,com.roidapp.photogrid,Exit status: 130,1:49:40,82.9786491394043,action_all,59/59,i,8,13,0,0,46459,14,7,33,0,0,0,0,14
391,com.shootbubble.bubbledexlue,Exit status: 0,2:11,13.01102066040039,none,0,full static,13,8,3996,23906,19114,18,0,0,0,0,0,0,18
392,com.shootbubble.bubbledexlue,Exit status: 0,0:29,2.5727615356445312,first_only,1/10,d,5,4,3996,23906,9825,8,0,10,0,0,0,0,8
393,com.shootbubble.bubbledexlue,Exit status: 0,0:46,4.34014892578125,first_only,1/10,sf,9,6,3996,23906,14963,12,0,6,0,0,0,0,12
394,com.shootbubble.bubbledexlue,Exit status: 0,0:26,2.5733985900878906,last_only,1/10,d,5,4,3996,23905,9028,8,0,10,0,0,0,0,8
395,com.shootbubble.bubbledexlue,Exit status: 0,0:35,3.1214141845703125,last_only,1/10,sf,7,5,3996,23905,13802,10,0,8,0,0,0,0,10
396,com.shootbubble.bubbledexlue,Exit status: 0,0:57,6.902988433837891,activity_last,5/10,d,5,4,3996,23906,12261,8,0,10,0,0,0,0,8
397,com.shootbubble.bubbledexlue,Exit status: 0,1:09,7.725650787353516,activity_last,5/10,sf,10,7,3996,23906,16290,13,0,5,0,0,0,0,13
398,com.shootbubble.bubbledexlue,Exit status: 0,1:37,6.536834716796875,activity_last,5/10,i,5,4,3996,23906,9381,5,0,13,0,0,0,0,5
399,com.shootbubble.bubbledexlue,Exit status: 0,1:12,8.212993621826172,action_all,10/10,d,5,4,3996,23906,12261,8,0,10,0,0,0,0,8
400,com.shootbubble.bubbledexlue,Exit status: 0,1:22,8.111579895019531,action_all,10/10,sf,10,7,3996,23906,16290,13,0,5,0,0,0,0,13
401,com.shootbubble.bubbledexlue,Exit status: 0,2:42,6.657741546630859,action_all,10/10,i,5,4,3996,23906,9116,5,0,13,0,0,0,0,5
402,me.pou.app,Exit status: 0,12:31,44.54961013793945,none,0,full static,2,5,6245,30695,12000,8,0,0,0,0,0,0,8
403,me.pou.app,Exit status: 0,4:08,25.413162231445312,first_only,1/38,d,2,3,6245,30695,6947,6,2,4,0,0,0,0,6
404,me.pou.app,Exit status: 0,3:09,19.65966033935547,first_only,1/38,sf,2,4,6245,30695,8018,8,2,2,0,0,0,0,8
405,me.pou.app,Exit status: 0,2:12,16.70465087890625,last_only,1/38,d,2,3,6245,30695,3799,4,2,6,0,0,0,0,4
406,me.pou.app,Exit status: 0,2:42,19.053348541259766,last_only,1/38,sf,2,5,6245,30695,4563,10,4,2,0,0,0,0,10
407,me.pou.app,Exit status: 0,10:36,45.02641677856445,activity_last,2/38,d,2,3,6245,30695,7533,6,2,4,0,0,0,0,6
408,me.pou.app,Exit status: 0,5:16,31.076202392578125,activity_last,2/38,sf,2,5,6245,30695,8153,10,2,0,0,0,0,0,10
409,me.pou.app,Exit status: 0,6:58,33.105316162109375,activity_last,2/38,i,2,3,6245,30695,5662,5,2,5,0,0,0,0,5
410,me.pou.app,Exit status: 0,11:57,42.893314361572266,action_all,38/38,d,2,3,6245,30695,7582,5,2,5,0,0,0,0,5
411,me.pou.app,Exit status: 0,7:25,36.563716888427734,action_all,38/38,sf,2,5,6245,30695,8168,10,2,0,0,0,0,0,10
412,me.pou.app,Exit status: 130,1:12:32,40.16941833496094,action_all,38/38,i,2,3,0,0,6161,6,2,4,0,0,0,0,6
413,com.imangi.templerun,Exit status: 0,0:28,2.2281112670898438,none,0,full static,2,5,7039,39227,13886,7,0,0,0,0,0,0,7
414,com.imangi.templerun,Exit status: 0,0:24,2.3567237854003906,first_only,1/39,d,1,1,7039,39227,6125,1,0,6,0,0,0,0,1
415,com.imangi.templerun,Exit status: 0,0:32,2.5527992248535156,first_only,1/39,sf,2,5,7039,39227,12978,7,0,0,0,0,0,0,7
416,com.imangi.templerun,Exit status: 0,0:24,2.379444122314453,last_only,1/39,d,1,1,7039,39227,6137,1,0,6,0,0,0,0,1
417,com.imangi.templerun,Exit status: 0,0:32,2.5592193603515625,last_only,1/39,sf,2,2,7039,39227,12869,2,0,5,0,0,0,0,2
418,com.imangi.templerun,Exit status: 0,0:39,4.870151519775391,activity_last,5/39,d,1,1,7039,39227,6141,1,0,6,0,0,0,0,1
419,com.imangi.templerun,Exit status: 0,0:47,5.976142883300781,activity_last,5/39,sf,2,2,7039,39227,12869,2,0,5,0,0,0,0,2
420,com.imangi.templerun,Exit status: 0,1:18,5.059913635253906,activity_last,5/39,i,1,1,7039,39227,6102,1,0,6,0,0,0,0,1
421,com.imangi.templerun,Exit status: 0,2:38,17.827964782714844,action_all,39/39,d,1,1,7039,39227,6141,1,0,6,0,0,0,0,1
422,com.imangi.templerun,Exit status: 0,2:29,17.893653869628906,action_all,39/39,sf,2,2,7039,39227,12869,2,0,5,0,0,0,0,2
423,com.imangi.templerun,Exit status: 0,8:25,5.128318786621094,action_all,39/39,i,1,1,7039,39227,6081,1,0,6,0,0,0,0,1
424,com.google.android.apps.translate,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
425,com.google.android.apps.docs,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
426,com.mxtech.videoplayer.ad,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
427,com.sec.spp.push,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
428,com.google.android.apps.messaging,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
429,com.waze,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
430,com.facebook.mlite,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
431,com.google.android.deskclock,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
432,com.google.android.apps.plus,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
433,com.dsi.ant.plugins.antplus,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
434,com.nekki.shadowfight,Exit status: 0,1:25,4.906097412109375,none,0,full static,2,2,13608,84763,16455,2,0,0,0,0,0,0,2
435,com.nekki.shadowfight,Exit status: 0,0:32,2.5516891479492188,first_only,1/39,d,1,1,13608,84763,5720,1,0,1,0,0,0,0,1
436,com.nekki.shadowfight,Exit status: 0,0:43,2.977489471435547,first_only,1/39,sf,1,1,13608,84763,9807,1,0,1,0,0,0,0,1
437,com.nekki.shadowfight,Exit status: 0,0:31,2.5519180297851562,last_only,1/39,d,1,1,13608,84763,6008,1,0,1,0,0,0,0,1
438,com.nekki.shadowfight,Exit status: 0,0:45,3.0529556274414062,last_only,1/39,sf,1,1,13608,84763,9782,1,0,1,0,0,0,0,1
439,com.nekki.shadowfight,Exit status: 0,0:36,3.8697242736816406,activity_last,2/39,d,1,1,13608,84763,6008,1,0,1,0,0,0,0,1
440,com.nekki.shadowfight,Exit status: 0,0:48,4.546840667724609,activity_last,2/39,sf,1,1,13608,84763,9782,1,0,1,0,0,0,0,1
441,com.nekki.shadowfight,Exit status: 0,0:51,4.89599609375,activity_last,2/39,i,1,1,13608,84763,5839,1,0,1,0,0,0,0,1
442,com.nekki.shadowfight,Exit status: 0,2:41,17.64889144897461,action_all,39/39,d,1,1,13608,84763,6008,1,0,1,0,0,0,0,1
443,com.nekki.shadowfight,Exit status: 0,2:37,17.82445526123047,action_all,39/39,sf,1,1,13608,84763,9507,1,0,1,0,0,0,0,1
444,com.nekki.shadowfight,Exit status: 0,11:26,5.728935241699219,action_all,39/39,i,1,1,13608,84763,5667,1,0,1,0,0,0,0,1
445,com.snapchat.android,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
446,com.samsung.android.app.simplesharing,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
447,com.google.android.gm,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
448,jp.naver.line.android,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
449,com.whatsapp,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
450,com.whatsapp.wallpaper,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
451,com.halfbrick.jetpackjoyride,Exit status: 0,2:05,9.302310943603516,none,0,full static,6,14,16521,113504,29195,17,0,0,0,0,0,0,17
452,com.halfbrick.jetpackjoyride,Exit status: 0,1:02,4.43115234375,first_only,1/41,d,2,4,16521,113504,11579,4,1,14,0,0,0,0,4
453,com.halfbrick.jetpackjoyride,Exit status: 0,1:52,8.594844818115234,first_only,1/41,sf,4,11,16521,113504,24694,14,2,5,0,0,0,0,14
454,com.halfbrick.jetpackjoyride,Exit status: 0,1:03,4.413753509521484,last_only,1/41,d,2,4,16521,113504,11597,4,1,14,0,0,0,0,4
455,com.halfbrick.jetpackjoyride,Exit status: 0,1:51,8.481311798095703,last_only,1/41,sf,3,9,16521,113504,24639,9,1,9,0,0,0,0,9
456,com.halfbrick.jetpackjoyride,Exit status: 0,1:17,7.805046081542969,activity_last,4/41,d,2,4,16521,113504,11601,4,1,14,0,0,0,0,4
457,com.halfbrick.jetpackjoyride,Exit status: 0,2:01,9.039546966552734,activity_last,4/41,sf,3,8,16521,113504,24631,8,1,10,0,0,0,0,8
458,com.halfbrick.jetpackjoyride,Exit status: 0,3:14,9.174301147460938,activity_last,4/41,i,2,4,16521,113504,11327,4,1,14,0,0,0,0,4
459,com.halfbrick.jetpackjoyride,Exit status: 0,4:20,23.691547393798828,action_all,41/41,d,2,4,16521,113504,11601,4,1,14,0,0,0,0,4
460,com.halfbrick.jetpackjoyride,Exit status: 0,4:49,24.064857482910156,action_all,41/41,sf,3,9,16521,113504,24632,9,1,9,0,0,0,0,9
461,com.halfbrick.jetpackjoyride,Exit status: 0,27:50,10.26129150390625,action_all,41/41,i,2,4,16521,113504,11479,4,1,14,0,0,0,0,4
462,com.sonyericsson.extras.liveware,Exit status: 0,2:44,15.903522491455078,none,0,full static,32,33,1330,7715,16742,240,0,0,0,0,0,0,240
463,com.sonyericsson.extras.liveware,Exit status: 0,0:54,4.848987579345703,first_only,1/44,d,28,28,1330,7715,13993,294,199,145,0,0,0,0,294
464,com.sonyericsson.extras.liveware,Exit status: 0,2:22,16.66248321533203,first_only,1/44,sf,31,35,1330,7715,15141,261,169,148,0,0,0,0,261
465,com.sonyericsson.extras.liveware,Exit status: 0,0:45,3.8671188354492188,last_only,1/44,d,28,22,1330,7715,14019,189,135,186,0,0,0,0,189
466,com.sonyericsson.extras.liveware,Exit status: 0,1:29,10.969440460205078,last_only,1/44,sf,31,32,1330,7715,15268,205,142,177,0,0,0,0,205
467,com.sonyericsson.extras.liveware,Exit status: 0,1:59,16.85287094116211,activity_last,12/44,d,28,28,1330,7715,14034,213,155,182,0,0,0,0,213
468,com.sonyericsson.extras.liveware,Exit status: 0,2:31,18.42037582397461,activity_last,12/44,sf,29,30,1330,7715,15089,211,140,169,0,0,0,0,211
469,com.sonyericsson.extras.liveware,Exit status: 0,7:25,13.238174438476562,activity_last,12/44,i,30,32,1330,7715,13857,115,77,202,0,0,0,0,115
470,com.sonyericsson.extras.liveware,Exit status: 0,4:44,27.8905029296875,action_all,44/44,d,28,27,1330,7715,14142,242,173,171,0,0,0,0,242
471,com.sonyericsson.extras.liveware,Exit status: 0,5:58,30.84209442138672,action_all,44/44,sf,30,27,1330,7715,15081,165,105,180,0,0,0,0,165
472,com.sonyericsson.extras.liveware,Exit status: 0,21:44,14.62741470336914,action_all,44/44,i,30,30,1330,7715,13859,102,66,204,0,0,0,0,102
473,com.truecaller,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
474,com.joeware.android.gpulumera,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
475,com.ea.game.pvzfree_row,Exit status: 0,16:12,45.58256912231445,none,0,full static,8,12,12491,75985,27057,19,0,0,0,0,0,0,19
476,com.ea.game.pvzfree_row,Exit status: 0,0:38,3.470623016357422,first_only,1/75,d,0,0,12491,75983,7908,0,0,19,0,0,0,0,0
477,com.ea.game.pvzfree_row,Exit status: 0,0:56,4.315711975097656,first_only,1/75,sf,0,0,12491,75983,18302,0,0,19,0,0,0,0,0
478,com.ea.game.pvzfree_row,Exit status: 0,0:35,2.7787818908691406,last_only,1/75,d,0,0,12491,75983,7906,0,0,19,0,0,0,0,0
479,com.ea.game.pvzfree_row,Exit status: 0,0:52,4.214286804199219,last_only,1/75,sf,0,0,12491,75983,15266,0,0,19,0,0,0,0,0
480,com.ea.game.pvzfree_row,Exit status: 0,0:55,6.2387847900390625,activity_last,5/75,d,0,0,12491,75983,7914,0,0,19,0,0,0,0,0
481,com.ea.game.pvzfree_row,Exit status: 0,1:06,6.275325775146484,activity_last,5/75,sf,0,0,12491,75983,14770,0,0,19,0,0,0,0,0
482,com.ea.game.pvzfree_row,Exit status: 0,2:07,6.5676116943359375,activity_last,5/75,i,0,0,12491,75983,7810,0,0,19,0,0,0,0,0
483,com.ea.game.pvzfree_row,Exit status: 0,6:03,22.60765838623047,action_all,75/75,d,0,0,12491,75983,7918,0,0,19,0,0,0,0,0
484,com.ea.game.pvzfree_row,Exit status: 0,5:31,23.121383666992188,action_all,75/75,sf,0,0,12491,75983,14658,0,0,19,0,0,0,0,0
485,com.ea.game.pvzfree_row,Exit status: 0,27:10,7.4037017822265625,action_all,75/75,i,0,0,12491,75983,7824,0,0,19,0,0,0,0,0
486,com.lookout,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
487,com.skgames.trafficracer,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
488,com.linecorp.b612.android,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
489,com.google.android.play.games,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
