,Apk,Result,Time,Mem(GB),Heuristic,#Snapshots,Mode,#Sources,#Sinks,#classes,#methods,#cg_edges,#flows,#additional flows,#missing flows,#TP,#FP,#TN,#FN,#unknown
0,com.UCMobile.intl,Exit status: 0,2:58:08,81.70377731323242,none,0,full static,16,15,24455,117794,71198,21,0,0,15,2,0,0,4
1,com.UCMobile.intl,Exit status: 0,1:59,7.621219635009766,first_only,1/69,d,2,2,24455,117788,25036,2,0,19,2,0,2,13,0
2,com.UCMobile.intl,Exit status: 0,7:21,28.044654846191406,first_only,1/69,sf,10,10,24455,117794,50383,13,1,9,12,0,2,3,1
3,com.UCMobile.intl,Exit status: 0,1:58,7.604572296142578,last_only,1/69,d,2,2,24455,117788,25477,2,0,19,2,0,2,13,0
4,com.UCMobile.intl,Exit status: 0,6:37,27.95368194580078,last_only,1/69,sf,10,9,24455,117794,48894,11,0,10,11,0,2,4,0
5,com.UCMobile.intl,Exit status: 0,3:38,17.549697875976562,activity_last,11/69,d,4,5,24455,117788,30450,5,0,16,5,0,2,10,0
6,com.UCMobile.intl,Exit status: 0,8:45,28.39086151123047,activity_last,11/69,sf,12,13,24455,117794,52723,15,0,6,15,0,2,0,0
7,com.UCMobile.intl,Exit status: 0,17:50,21.23400115966797,activity_last,11/69,i,4,5,24455,117788,27548,5,0,16,5,0,2,10,0
8,com.UCMobile.intl,Exit status: 0,10:47,28.750995635986328,action_all,69/69,d,4,5,24455,117788,31068,5,0,16,5,0,2,10,0
9,com.UCMobile.intl,Exit status: 0,16:22,29.78240966796875,action_all,69/69,sf,11,10,24455,117794,52358,13,1,9,12,0,2,3,1
10,com.UCMobile.intl,Exit status: 0,1:46:15,27.854904174804688,action_all,69/69,i,4,5,24455,117788,27312,5,0,16,5,0,2,10,0
11,com.contextlogic.wish,Exit status: 0,46:37,79.11311340332031,none,0,full static,5,10,12488,62921,41937,14,0,0,3,11,0,0,0
12,com.contextlogic.wish,Exit status: 0,1:36,8.43521499633789,first_only,1/84,d,1,1,12488,62921,18203,1,0,13,1,0,11,2,0
13,com.contextlogic.wish,Exit status: 0,43:21,77.00423431396484,first_only,1/84,sf,2,4,12488,62921,33393,5,1,10,1,3,8,2,1
14,com.contextlogic.wish,Exit status: 0,1:31,7.322460174560547,last_only,1/84,d,1,1,12488,62921,18180,1,0,13,1,0,11,2,0
15,com.contextlogic.wish,Exit status: 0,43:57,76.84452056884766,last_only,1/84,sf,2,5,12488,62921,33427,6,1,9,1,4,7,2,1
16,com.contextlogic.wish,Exit status: 0,8:17,27.9825439453125,activity_last,24/84,d,1,1,12488,62921,18281,1,0,13,1,0,11,2,0
17,com.contextlogic.wish,Exit status: 0,51:33,81.4952278137207,activity_last,24/84,sf,2,2,12488,62921,29748,2,1,13,1,0,11,2,1
18,com.contextlogic.wish,Exit status: 0,26:17,27.833946228027344,activity_last,24/84,i,1,1,12488,62921,17544,1,0,13,1,0,11,2,0
19,com.contextlogic.wish,Exit status: 0,24:59,28.732929229736328,action_all,84/84,d,1,1,12488,62921,18282,1,0,13,1,0,11,2,0
20,com.contextlogic.wish,Exit status: 0,1:05:37,77.11352157592773,action_all,84/84,sf,2,2,12488,62921,29742,2,1,13,1,0,11,2,1
21,com.contextlogic.wish,Exit status: 0,1:28:14,28.11880874633789,action_all,84/84,i,1,1,12488,62921,17591,1,0,13,1,0,11,2,0
22,com.domobile.applock,Exit status: 0,1:17:46,80.87627410888672,none,0,full static,11,15,6201,35686,21539,24,0,0,0,0,0,0,24
23,com.domobile.applock,Exit status: 0,0:38,4.577777862548828,first_only,1/55,d,10,14,6201,35685,8362,22,2,4,0,0,0,0,22
24,com.domobile.applock,Exit status: 0,1:06,6.867885589599609,first_only,1/55,sf,10,14,6201,35685,15899,24,3,3,0,0,0,0,24
25,com.domobile.applock,Exit status: 0,0:38,4.459754943847656,last_only,1/55,d,10,15,6201,35685,8408,22,2,4,0,0,0,0,22
26,com.domobile.applock,Exit status: 0,1:04,7.002510070800781,last_only,1/55,sf,10,14,6201,35685,15916,23,2,3,0,0,0,0,23
27,com.domobile.applock,Exit status: 0,4:25,27.432025909423828,activity_last,14/55,d,10,13,6201,35685,10818,22,1,3,0,0,0,0,22
28,com.domobile.applock,Exit status: 0,10:36,36.24183654785156,activity_last,14/55,sf,11,15,6201,35686,18460,23,2,3,0,0,0,0,23
29,com.domobile.applock,Exit status: 0,8:19,24.551013946533203,activity_last,14/55,i,10,14,6201,35685,8531,21,2,5,0,0,0,0,21
30,com.domobile.applock,Exit status: 0,6:53,32.965087890625,action_all,55/55,d,10,15,6201,35685,11155,23,2,3,0,0,0,0,23
31,com.domobile.applock,Exit status: 0,12:29,37.27430725097656,action_all,55/55,sf,11,13,6201,35686,18357,21,1,4,0,0,0,0,21
32,com.domobile.applock,Exit status: 0,32:59,32.520877838134766,action_all,55/55,i,10,15,6201,35685,8575,22,2,4,0,0,0,0,22
33,com.spotify.music,Exit status: 0,36:41,81.15547943115234,none,0,full static,3,4,33082,148217,50176,8,0,0,1,7,0,0,0
34,com.spotify.music,Exit status: 0,3:19,9.690681457519531,first_only,1/47,d,0,0,33082,148217,30951,0,0,8,0,0,7,1,0
35,com.spotify.music,Exit status: 0,3:53,10.021308898925781,first_only,1/47,sf,2,4,33082,148217,40755,6,2,4,1,3,4,0,2
36,com.spotify.music,Exit status: 0,3:16,9.768985748291016,last_only,1/47,d,0,0,33082,148217,30864,0,0,8,0,0,7,1,0
37,com.spotify.music,Exit status: 0,4:08,9.842281341552734,last_only,1/47,sf,2,4,33082,148217,40649,5,1,4,1,3,4,0,1
38,com.spotify.music,Exit status: 0,3:50,15.860359191894531,activity_last,8/47,d,0,0,33082,148217,31008,0,0,8,0,0,7,1,0
39,com.spotify.music,Exit status: 0,4:23,17.397354125976562,activity_last,8/47,sf,2,3,33082,148217,40249,5,1,4,1,3,4,0,1
40,com.spotify.music,Exit status: 0,22:59,24.651073455810547,activity_last,8/47,i,0,0,33082,148217,30395,0,0,8,0,0,7,1,0
41,com.spotify.music,Exit status: 0,6:00,28.389957427978516,action_all,47/47,d,0,0,33082,148217,31413,0,0,8,0,0,7,1,0
42,com.spotify.music,Exit status: 0,6:57,28.324668884277344,action_all,47/47,sf,2,4,33082,148217,40390,6,1,3,1,4,3,0,1
43,com.spotify.music,Exit status: 0,2:09:29,27.731685638427734,action_all,47/47,i,0,0,33082,148217,30402,0,0,8,0,0,7,1,0
44,com.zeptolab.ctr.ads,Exit status: 0,49:51,82.45535659790039,none,0,full static,15,20,12651,73860,41783,44,0,0,0,0,0,0,44
45,com.zeptolab.ctr.ads,Exit status: 0,0:45,4.179927825927734,first_only,1/36,d,1,1,12651,73860,13470,1,0,43,0,0,0,0,1
46,com.zeptolab.ctr.ads,Exit status: 0,1:44,18.7015380859375,first_only,1/36,sf,6,12,12651,73860,30214,15,5,34,0,0,0,0,15
47,com.zeptolab.ctr.ads,Exit status: 0,0:43,4.179542541503906,last_only,1/36,d,1,1,12651,73860,13470,1,0,43,0,0,0,0,1
48,com.zeptolab.ctr.ads,Exit status: 0,1:44,18.165023803710938,last_only,1/36,sf,6,12,12651,73860,30214,15,5,34,0,0,0,0,15
49,com.zeptolab.ctr.ads,Exit status: 0,0:52,5.002208709716797,activity_last,3/36,d,1,1,12651,73860,13470,1,0,43,0,0,0,0,1
50,com.zeptolab.ctr.ads,Exit status: 0,1:49,10.266788482666016,activity_last,3/36,sf,6,12,12651,73860,30214,17,5,32,0,0,0,0,17
51,com.zeptolab.ctr.ads,Exit status: 0,1:44,8.304977416992188,activity_last,3/36,i,1,1,12651,73860,13400,1,0,43,0,0,0,0,1
52,com.zeptolab.ctr.ads,Exit status: 0,3:09,13.330024719238281,action_all,36/36,d,1,1,12651,73860,13470,1,0,43,0,0,0,0,1
53,com.zeptolab.ctr.ads,Exit status: 0,3:51,16.36803436279297,action_all,36/36,sf,6,14,12651,73860,30214,17,6,33,0,0,0,0,17
54,com.zeptolab.ctr.ads,Exit status: 0,16:20,8.923583984375,action_all,36/36,i,1,1,12651,73860,13367,1,0,43,0,0,0,0,1
55,com.fgol.HungrySharkEvolution,Exit status: 0,0:51,4.8664398193359375,none,0,full static,4,8,7334,41540,10345,11,0,0,7,4,0,0,0
56,com.fgol.HungrySharkEvolution,Exit status: 0,0:22,2.460521697998047,first_only,1/49,d,1,1,7334,41539,5870,1,0,10,1,0,4,6,0
57,com.fgol.HungrySharkEvolution,Exit status: 0,0:47,5.026012420654297,first_only,1/49,sf,4,8,7334,41540,8785,12,2,1,7,3,1,0,2
58,com.fgol.HungrySharkEvolution,Exit status: 0,0:22,2.4204635620117188,last_only,1/49,d,1,1,7334,41539,5877,1,0,10,1,0,4,6,0
59,com.fgol.HungrySharkEvolution,Exit status: 0,0:50,5.6557159423828125,last_only,1/49,sf,4,7,7334,41540,8788,11,2,2,7,2,2,0,2
60,com.fgol.HungrySharkEvolution,Exit status: 0,0:37,4.808319091796875,activity_last,4/49,d,1,1,7334,41539,5878,1,0,10,1,0,4,6,0
61,com.fgol.HungrySharkEvolution,Exit status: 0,1:02,6.588310241699219,activity_last,4/49,sf,4,9,7334,41540,8788,11,1,1,7,3,1,0,1
62,com.fgol.HungrySharkEvolution,Exit status: 0,0:55,5.2520751953125,activity_last,4/49,i,1,1,7334,41539,5859,1,0,10,1,0,4,6,0
63,com.fgol.HungrySharkEvolution,Exit status: 0,3:36,21.701374053955078,action_all,49/49,d,1,1,7334,41539,6357,1,0,10,1,0,4,6,0
64,com.fgol.HungrySharkEvolution,Exit status: 0,3:50,23.234699249267578,action_all,49/49,sf,3,5,7334,41540,9665,7,0,4,7,0,4,0,0
65,com.fgol.HungrySharkEvolution,Exit status: 0,8:12,5.9408416748046875,action_all,49/49,i,1,1,7334,41539,5947,1,0,10,1,0,4,6,0
66,com.microsoft.office.outlook,Exit status: 0,1:17:50,78.50430297851562,none,0,full static,11,9,22756,142930,65614,54,0,0,2,25,0,0,27
67,com.microsoft.office.outlook,Exit status: 0,2:06,5.273166656494141,first_only,1/46,d,0,0,22756,142929,26380,0,0,54,0,0,25,2,0
68,com.microsoft.office.outlook,Exit status: 0,2:52,6.499027252197266,first_only,1/46,sf,1,2,22756,142930,43647,4,0,50,0,4,21,2,0
69,com.microsoft.office.outlook,Exit status: 0,2:07,7.361232757568359,last_only,1/46,d,0,0,22756,142929,26342,0,0,54,0,0,25,2,0
70,com.microsoft.office.outlook,Exit status: 0,3:00,10.843406677246094,last_only,1/46,sf,1,2,22756,142930,49666,4,0,50,0,4,21,2,0
71,com.microsoft.office.outlook,Exit status: 0,5:44,16.917850494384766,activity_last,18/46,d,0,0,22756,142929,35274,0,0,54,0,0,25,2,0
72,com.microsoft.office.outlook,Exit status: 0,1:24:22,79.68566131591797,activity_last,18/46,sf,3,5,22756,142930,53051,29,9,34,1,1,24,1,27
73,com.microsoft.office.outlook,Exit status: 0,36:54,13.211494445800781,activity_last,18/46,i,0,0,22756,142929,29087,0,0,54,0,0,25,2,0
74,com.microsoft.office.outlook,Exit status: 0,8:29,26.77983856201172,action_all,46/46,d,0,0,22756,142929,35422,0,0,54,0,0,25,2,0
75,com.microsoft.office.outlook,Exit status: 0,1:27:14,79.1700210571289,action_all,46/46,sf,4,6,22756,142930,53823,39,9,24,1,2,23,1,36
76,com.microsoft.office.outlook,Exit status: 0,1:48:12,16.22998809814453,action_all,46/46,i,0,0,22756,142929,30361,0,0,54,0,0,25,2,0
77,com.microsoft.skydrive,Exit status: 0,16:44,36.56605911254883,none,0,full static,10,17,11508,71634,50031,24,0,0,14,7,0,0,3
78,com.microsoft.skydrive,Exit status: 0,1:44,8.803169250488281,first_only,1/49,d,1,1,11508,71633,21263,1,0,23,1,0,7,13,0
79,com.microsoft.skydrive,Exit status: 0,2:40,11.21694564819336,first_only,1/49,sf,5,9,11508,71634,35081,9,2,17,5,2,5,9,2
80,com.microsoft.skydrive,Exit status: 0,1:51,8.066543579101562,last_only,1/49,d,2,2,11508,71633,21917,2,0,22,2,0,7,12,0
81,com.microsoft.skydrive,Exit status: 0,2:50,14.882743835449219,last_only,1/49,sf,5,8,11508,71634,34051,8,2,18,5,1,6,9,2
82,com.microsoft.skydrive,Exit status: 0,4:29,19.629669189453125,activity_last,18/49,d,2,5,11508,71633,23584,5,2,21,2,1,6,12,2
83,com.microsoft.skydrive,Exit status: 0,8:30,27.427120208740234,activity_last,18/49,sf,6,10,11508,71634,36550,10,1,15,8,1,6,6,1
84,com.microsoft.skydrive,Exit status: 0,24:55,28.51241683959961,activity_last,18/49,i,2,5,11508,71633,21503,5,2,21,2,1,6,12,2
85,com.microsoft.skydrive,Exit status: 0,7:53,28.65877914428711,action_all,49/49,d,2,5,11508,71633,23998,5,2,21,2,1,6,12,2
86,com.microsoft.skydrive,Exit status: 0,11:44,32.139957427978516,action_all,49/49,sf,6,12,11508,71634,37479,12,1,13,8,3,4,6,1
87,com.microsoft.skydrive,Exit status: 0,1:08:30,29.171356201171875,action_all,49/49,i,2,2,11508,71633,21505,2,0,22,2,0,7,12,0
88,com.soundcloud.android,Exit status: 0,1:00,3.8793869018554688,none,0,full static,2,4,18150,115606,20687,4,0,0,1,3,0,0,0
89,com.soundcloud.android,Exit status: 0,0:54,4.345527648925781,first_only,1/38,d,0,0,18150,115606,11856,0,0,4,0,0,3,1,0
90,com.soundcloud.android,Exit status: 0,0:58,4.423862457275391,first_only,1/38,sf,2,5,18150,115606,15080,5,2,1,1,2,1,0,2
91,com.soundcloud.android,Exit status: 0,0:54,4.519580841064453,last_only,1/38,d,0,0,18150,115606,11811,0,0,4,0,0,3,1,0
92,com.soundcloud.android,Exit status: 0,1:01,4.5432586669921875,last_only,1/38,sf,2,4,18150,115606,15061,7,4,1,1,2,1,0,4
93,com.soundcloud.android,Exit status: 0,2:08,8.801094055175781,activity_last,10/38,d,0,0,18150,115606,12159,0,0,4,0,0,3,1,0
94,com.soundcloud.android,Exit status: 0,2:11,13.189945220947266,activity_last,10/38,sf,1,1,18150,115606,15814,1,0,3,1,0,3,0,0
95,com.soundcloud.android,Exit status: 0,5:44,8.816757202148438,activity_last,10/38,i,0,0,18150,115606,11776,0,0,4,0,0,3,1,0
96,com.soundcloud.android,Exit status: 0,5:31,28.343753814697266,action_all,38/38,d,0,0,18150,115606,12159,0,0,4,0,0,3,1,0
97,com.soundcloud.android,Exit status: 0,5:21,28.362319946289062,action_all,38/38,sf,1,1,18150,115606,15810,1,0,3,1,0,3,0,0
98,com.soundcloud.android,Exit status: 0,20:51,11.552398681640625,action_all,38/38,i,0,0,18150,115606,11768,0,0,4,0,0,3,1,0
99,com.sgiggle.production,Exit status: 0,50:38,79.5639877319336,none,0,full static,14,16,22964,140291,120379,21,0,0,9,11,0,0,1
100,com.sgiggle.production,Exit status: 0,3:04,5.268257141113281,first_only,1/57,d,2,2,22964,140286,38097,2,0,19,2,0,11,7,0
101,com.sgiggle.production,Exit status: 0,2:04:53,84.48291015625,first_only,1/57,sf,9,11,22964,140290,83636,14,5,12,6,3,8,3,5
102,com.sgiggle.production,Exit status: 0,3:03,7.7366943359375,last_only,1/57,d,2,2,22964,140286,36386,2,0,19,2,0,11,7,0
103,com.sgiggle.production,Exit status: 0,2:13:18,83.41190719604492,last_only,1/57,sf,11,15,22964,140290,85264,20,10,11,6,4,7,3,10
104,com.sgiggle.production,Exit status: 0,5:45,19.95035171508789,activity_last,18/57,d,2,2,22964,140286,40547,2,0,19,2,0,11,7,0
105,com.sgiggle.production,Exit status: 0,1:05:48,80.92525100708008,activity_last,18/57,sf,10,13,22964,140291,90247,14,7,14,7,0,11,2,7
